Wall time,Step,Value
1572281855.5814843,260,0.9200000166893005
1572281855.7802892,265,0.9399999976158142
1572281855.9743516,270,0.9300000071525574
1572281856.1848614,275,0.9399999976158142
1572281856.379547,280,0.9700000286102295
1572281856.5750127,285,0.9200000166893005
1572281856.7691472,290,0.949999988079071
1572281856.964718,295,0.9800000190734863
1572281857.1724372,300,0.949999988079071
1572281857.3668013,305,0.9300000071525574
1572281857.561644,310,0.9800000190734863
1572281857.7574193,315,0.949999988079071
1572281857.9512975,320,0.9300000071525574
1572281858.1594713,325,0.9300000071525574
1572281858.3553803,330,0.9200000166893005
1572281858.55106,335,0.9399999976158142
1572281858.7452192,340,0.9800000190734863
1572281858.935266,345,0.9700000286102295
1572281859.139367,350,0.9900000095367432
1572281859.3361742,355,0.9700000286102295
1572281859.542021,360,0.9300000071525574
1572281859.7393167,365,0.9300000071525574
1572281859.9329987,370,0.949999988079071
1572281860.1354063,375,0.9599999785423279
1572281860.3323781,380,0.9599999785423279
1572281860.5262055,385,0.9599999785423279
1572281860.7232978,390,0.9700000286102295
1572281860.9154406,395,0.9800000190734863
1572281861.121232,400,0.949999988079071
1572281861.3274019,405,0.949999988079071
1572281861.5323546,410,0.9800000190734863
1572281861.7292554,415,0.9700000286102295
1572281861.9252908,420,0.9700000286102295
1572281862.1241782,425,0.9599999785423279
1572281862.3260026,430,0.949999988079071
1572281862.5228837,435,0.9200000166893005
1572281862.7192483,440,0.9599999785423279
1572281862.915691,445,0.9700000286102295
1572281863.11696,450,0.9700000286102295
1572281863.312005,455,0.9300000071525574
1572281863.5082378,460,0.9599999785423279
1572281863.704672,465,0.9800000190734863
1572281863.8998597,470,0.9599999785423279
1572281864.0993083,475,0.9599999785423279
1572281864.2935746,480,0.9800000190734863
1572281864.4916363,485,0.9800000190734863
1572281864.684584,490,0.9599999785423279
1572281864.8814077,495,0.9399999976158142
1572281865.0771685,500,0.9800000190734863
1572281865.3632133,505,0.9900000095367432
1572281865.554684,510,0.9599999785423279
1572281865.7484944,515,0.9800000190734863
1572281865.9453328,520,0.9800000190734863
1572281866.1548033,525,0.9700000286102295
1572281866.3535478,530,0.9700000286102295
1572281866.551973,535,0.9700000286102295
1572281866.7443385,540,0.9700000286102295
1572281866.9427931,545,0.9900000095367432
1572281867.5858955,550,0.9599999785423279
1572281867.785237,555,0.9700000286102295
1572281867.9774768,560,0.9900000095367432
1572281868.178203,565,0.9900000095367432
1572281868.3757286,570,0.9800000190734863
1572281868.5783198,575,0.9900000095367432
1572281868.7834573,580,0.9900000095367432
1572281868.9850736,585,0.9900000095367432
1572281869.1952782,590,0.9599999785423279
1572281869.391054,595,1.0
1572281869.5862024,600,0.9900000095367432
1572281869.7840452,605,0.9800000190734863
1572281869.9812248,610,1.0
1572281870.1917398,615,0.9599999785423279
1572281870.3913352,620,0.9599999785423279
1572281870.6138804,625,0.9800000190734863
1572281870.814272,630,0.9700000286102295
1572281870.9946206,635,0.9800000190734863
1572281871.1976726,640,0.9800000190734863
1572281871.3949144,645,0.9800000190734863
1572281871.5899158,650,1.0
1572281871.7873988,655,0.9800000190734863
1572281871.9829304,660,0.9800000190734863
1572281872.1891968,665,0.949999988079071
1572281872.3840196,670,0.9900000095367432
1572281872.5775678,675,0.9900000095367432
1572281872.7756715,680,0.9800000190734863
1572281872.9712944,685,1.0
1572281873.1750867,690,0.9800000190734863
1572281873.36871,695,0.9800000190734863
1572281873.5642173,700,0.9800000190734863
1572281873.758623,705,0.9599999785423279
1572281873.9556706,710,0.9900000095367432
1572281874.1680262,715,0.9800000190734863
1572281874.365726,720,0.9800000190734863
1572281874.5623212,725,0.9800000190734863
1572281874.761716,730,0.9900000095367432
1572281874.9803324,735,0.9800000190734863
1572281875.183033,740,0.9800000190734863
1572281875.3917258,745,0.9700000286102295
1572281875.5911248,750,0.9700000286102295
1572281875.8003395,755,0.9800000190734863
1572281875.994153,760,0.9700000286102295
1572281876.2014852,765,0.949999988079071
1572281876.3962965,770,0.9700000286102295
1572281876.595943,775,0.9700000286102295
1572281876.7878838,780,1.0
1572281876.9814653,785,0.9700000286102295
1572281877.1875591,790,0.9900000095367432
1572281877.3825762,795,0.9800000190734863
1572281877.582671,800,0.9800000190734863
1572281877.7773335,805,0.9900000095367432
1572281877.9688764,810,0.9700000286102295
1572281878.1784875,815,0.9800000190734863
1572281878.3747027,820,0.9800000190734863
1572281878.5760374,825,1.0
1572281878.7955496,830,1.0
1572281878.9863436,835,0.9900000095367432
1572281879.1882699,840,0.9900000095367432
1572281879.3783972,845,0.9900000095367432
1572281879.571338,850,0.9599999785423279
1572281879.7672942,855,0.9200000166893005
1572281879.9635353,860,0.9599999785423279
1572281880.1598396,865,0.9700000286102295
1572281880.3526874,870,0.9700000286102295
1572281880.5500152,875,0.9800000190734863
1572281880.7491164,880,0.9800000190734863
1572281880.9407024,885,0.9800000190734863
1572281881.1466045,890,0.9700000286102295
1572281881.339704,895,0.9900000095367432
1572281881.532564,900,0.9900000095367432
1572281881.7307673,905,0.9700000286102295
1572281881.935558,910,1.0
1572281882.1402562,915,0.9800000190734863
1572281882.3346171,920,0.9800000190734863
1572281882.5350642,925,0.9900000095367432
1572281882.7263348,930,0.9700000286102295
1572281882.9230685,935,0.9700000286102295
1572281883.1143098,940,0.9800000190734863
1572281883.3075964,945,0.9700000286102295
1572281883.499065,950,0.9900000095367432
1572281883.7048798,955,0.9800000190734863
1572281883.900883,960,0.9900000095367432
1572281884.1003413,965,1.0
1572281884.295679,970,0.9800000190734863
1572281884.500816,975,0.949999988079071
1572281884.6972082,980,0.9700000286102295
1572281884.898412,985,0.9700000286102295
1572281885.0996587,990,1.0
1572281885.2957087,995,0.9700000286102295
1572281885.4876523,1000,1.0
1572281885.7927232,1005,0.9800000190734863
1572281885.9868374,1010,0.9800000190734863
1572281886.1923714,1015,0.9700000286102295
1572281886.3883686,1020,0.949999988079071
1572281886.5787816,1025,1.0
1572281886.7764266,1030,0.9700000286102295
1572281886.9744782,1035,0.9700000286102295
1572281887.1773176,1040,0.9900000095367432
1572281887.3712358,1045,0.9700000286102295
1572281887.5644393,1050,0.9900000095367432
1572281887.7647219,1055,0.9700000286102295
1572281887.961712,1060,0.9900000095367432
1572281888.1684148,1065,0.9700000286102295
1572281888.363067,1070,0.9599999785423279
1572281888.5616543,1075,0.9900000095367432
1572281888.7561147,1080,0.9700000286102295
1572281888.9542396,1085,0.9599999785423279
1572281889.1576102,1090,0.9700000286102295
1572281889.3515792,1095,0.9800000190734863
1572281889.6456847,1100,0.9800000190734863
1572281889.8414295,1105,1.0
1572281890.0420313,1110,1.0
1572281890.2357447,1115,0.9900000095367432
1572281890.4312608,1120,0.9900000095367432
1572281890.625495,1125,0.9900000095367432
1572281890.821502,1130,0.9800000190734863
1572281891.0222147,1135,0.9800000190734863
1572281891.209663,1140,0.9900000095367432
1572281891.4125896,1145,0.9900000095367432
1572281891.6057692,1150,0.9800000190734863
1572281891.807,1155,0.9800000190734863
1572281892.0001283,1160,1.0
1572281892.205445,1165,1.0
1572281892.3986325,1170,0.9900000095367432
1572281892.5923693,1175,0.9900000095367432
1572281892.7893896,1180,0.9800000190734863
1572281892.9870644,1185,0.9900000095367432
1572281893.1880715,1190,0.9900000095367432
1572281893.3848312,1195,0.9900000095367432
1572281893.5793839,1200,1.0
1572281893.7739205,1205,1.0
1572281893.9705799,1210,1.0
1572281894.1766763,1215,0.9800000190734863
1572281894.3717556,1220,0.9599999785423279
1572281894.5675888,1225,0.9900000095367432
1572281894.763753,1230,1.0
1572281894.9608243,1235,1.0
1572281895.201357,1240,0.9800000190734863
1572281895.4068122,1245,1.0
1572281895.60557,1250,1.0
1572281895.8102157,1255,0.9599999785423279
1572281896.0126338,1260,0.9900000095367432
1572281896.214192,1265,0.9700000286102295
1572281896.4127448,1270,1.0
1572281896.6065392,1275,0.9900000095367432
1572281896.8033533,1280,1.0
1572281897.023798,1285,1.0
1572281897.2130926,1290,0.9900000095367432
1572281897.4087195,1295,1.0
1572281897.602644,1300,1.0
1572281897.7993488,1305,0.9800000190734863
1572281897.9938908,1310,1.0
1572281898.2054808,1315,0.9800000190734863
1572281898.4331005,1320,0.9800000190734863
1572281898.632351,1325,0.9700000286102295
1572281898.830843,1330,0.9900000095367432
1572281899.0366445,1335,0.9900000095367432
1572281899.2220614,1340,1.0
1572281899.4245288,1345,1.0
1572281899.6317494,1350,0.9900000095367432
1572281899.844434,1355,0.9900000095367432
1572281900.049038,1360,1.0
1572281900.2394469,1365,1.0
1572281900.435956,1370,0.9900000095367432
1572281900.6377418,1375,0.9900000095367432
1572281900.8590958,1380,0.9800000190734863
1572281901.0595217,1385,0.9800000190734863
1572281901.258393,1390,0.9900000095367432
1572281901.4659166,1395,1.0
1572281901.6469839,1400,0.9900000095367432
1572281901.8412914,1405,0.9700000286102295
1572281902.0459068,1410,0.9900000095367432
1572281902.2317753,1415,0.9900000095367432
1572281902.4334133,1420,0.9900000095367432
1572281902.629498,1425,0.9800000190734863
1572281902.8284729,1430,0.9800000190734863
1572281903.0274932,1435,0.9399999976158142
1572281903.208159,1440,1.0
1572281903.4153275,1445,1.0
1572281903.6088393,1450,0.9700000286102295
1572281903.8070893,1455,0.9700000286102295
1572281904.0024118,1460,1.0
1572281904.2075524,1465,0.9800000190734863
1572281904.4132175,1470,0.9800000190734863
1572281904.6111937,1475,0.9800000190734863
1572281904.8033295,1480,0.9900000095367432
1572281904.996002,1485,0.9800000190734863
1572281905.2007244,1490,1.0
1572281905.3964996,1495,0.9900000095367432
1572281905.5922983,1500,0.9900000095367432
1572281905.874043,1505,0.9800000190734863
1572281906.0769246,1510,1.0
1572281906.27263,1515,0.9900000095367432
1572281906.4660804,1520,0.9900000095367432
1572281906.6607666,1525,0.9900000095367432
1572281906.8585844,1530,0.9900000095367432
1572281907.0686877,1535,0.9800000190734863
1572281907.2664952,1540,0.9900000095367432
1572281907.4657276,1545,0.9800000190734863
1572281907.6697774,1550,0.949999988079071
1572281907.8645408,1555,0.9900000095367432
1572281908.0648677,1560,0.9900000095367432
1572281908.2597666,1565,1.0
1572281908.4604678,1570,1.0
1572281908.6543462,1575,1.0
1572281908.8537452,1580,0.9700000286102295
1572281909.0610554,1585,0.9900000095367432
1572281909.2558715,1590,0.9800000190734863
1572281909.4528332,1595,0.9700000286102295
1572281909.6496787,1600,1.0
1572281909.854386,1605,0.9900000095367432
1572281910.054493,1610,0.9599999785423279
1572281910.2562644,1615,1.0
1572281910.4621086,1620,1.0
1572281910.6672275,1625,0.9800000190734863
1572281910.8645582,1630,1.0
1572281911.0741189,1635,1.0
1572281911.2722566,1640,0.9900000095367432
1572281911.474182,1645,1.0
1572281911.7453096,1650,1.0
1572281911.940059,1655,1.0
1572281912.1412728,1660,0.9900000095367432
1572281912.3415916,1665,0.9800000190734863
1572281912.5424838,1670,1.0
1572281912.738024,1675,1.0
1572281912.9385715,1680,0.9800000190734863
1572281913.1556423,1685,0.9800000190734863
1572281913.3533149,1690,1.0
1572281913.5628612,1695,1.0
1572281913.7654636,1700,1.0
1572281913.9661736,1705,0.9800000190734863
1572281914.1857302,1710,0.9900000095367432
1572281914.383401,1715,1.0
1572281914.5809472,1720,1.0
1572281914.7764654,1725,1.0
1572281914.9771245,1730,1.0
1572281915.1805599,1735,0.9800000190734863
1572281915.3803372,1740,0.9900000095367432
1572281915.5736625,1745,0.9800000190734863
1572281915.7673535,1750,0.9900000095367432
1572281915.968666,1755,0.9700000286102295
1572281916.1671972,1760,1.0
1572281916.3673434,1765,1.0
1572281916.573105,1770,0.9900000095367432
1572281916.7707422,1775,0.9700000286102295
1572281916.9665616,1780,0.9700000286102295
1572281917.1852887,1785,1.0
1572281917.3827171,1790,0.9900000095367432
1572281917.5853794,1795,1.0
1572281917.7831967,1800,1.0
1572281917.9898536,1805,0.9800000190734863
1572281918.1938558,1810,0.9900000095367432
1572281918.391012,1815,0.9900000095367432
1572281918.586279,1820,0.9800000190734863
1572281918.784107,1825,0.949999988079071
1572281918.9798303,1830,0.9900000095367432
1572281919.1899085,1835,1.0
1572281919.3874233,1840,0.9800000190734863
1572281919.5849216,1845,0.9700000286102295
1572281919.7782822,1850,0.9900000095367432
1572281919.974377,1855,1.0
1572281920.1836715,1860,1.0
1572281920.379577,1865,0.9900000095367432
1572281920.5750797,1870,1.0
1572281920.7758248,1875,1.0
1572281920.975792,1880,0.9800000190734863
1572281921.1870494,1885,0.9900000095367432
1572281921.381277,1890,0.9800000190734863
1572281921.5776443,1895,0.9900000095367432
1572281921.7754185,1900,1.0
1572281921.9797893,1905,1.0
1572281922.1874025,1910,0.9800000190734863
1572281922.3859625,1915,0.9700000286102295
1572281922.5885382,1920,0.9900000095367432
1572281922.790938,1925,1.0
1572281922.98469,1930,0.9800000190734863
1572281923.1900966,1935,1.0
1572281923.3887038,1940,0.9800000190734863
1572281923.5913165,1945,0.9900000095367432
1572281923.7884653,1950,1.0
1572281923.9808023,1955,0.9900000095367432
1572281924.1838233,1960,0.9900000095367432
1572281924.3782742,1965,0.9700000286102295
1572281924.5735674,1970,1.0
1572281924.7626338,1975,0.9900000095367432
1572281924.953722,1980,1.0
1572281925.1646228,1985,0.9900000095367432
1572281925.3603067,1990,1.0
1572281925.5553591,1995,0.9900000095367432
1572281925.7512517,2000,0.9900000095367432
